make,model,my_window,total_complaints,severe_complaints,crash_reports,injury_reports,death_reports,severe_share_pct
HIGHLAND RIDGE TT,MESA RIDGE,2015-2022,3,0,0,0,0,0.0
BMW,R1200 GS ADVENTURE,2015-2022,8,0,0,0,0,0.0
FLEETWOOD,FLAIR,2015-2022,10,0,0,0,0,0.0
AIRSTREAM,BASECAMP,2015-2022,10,0,0,0,0,0.0
SCION,IC,2015-2022,1,0,0,0,0,0.0
AUDI,RS 3,2015-2022,20,0,0,0,0,0.0
NEWMAR,VENTANA,2015-2022,11,0,0,0,0,0.0
NISSAN,PATHFINDER HYBRID,2015-2022,2,0,0,0,0,0.0
BLUE BIRD,VISION,2015-2022,7,0,0,0,0,0.0
JAYCO TRAVEL TRAILER,JAY FLIGHT SLX,2015-2022,24,0,0,0,0,0.0
VOLKSWAGEN,PASSAT TDI,2015-2022,1,0,0,0,0,0.0
BMW,328D,2015-2022,59,0,0,0,0,0.0
HEARTLAND,BIG COUNTRY,2015-2022,3,0,0,0,0,0.0
VOLKSWAGEN,JETTA GLI,2015-2022,2,0,0,0,0,0.0
JAYCO TRAVEL TRAILER,JAY FLIGHT BUNGALOW,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,B 250E,2015-2022,27,0,0,0,0,0.0
AUDI,S4,2015-2022,29,0,0,0,0,0.0
KZ-RV,GOLD,2015-2022,2,0,0,0,0,0.0
FORD,E-250,2015-2022,4,0,0,0,0,0.0
BMW,335I,2015-2022,12,0,0,0,0,0.0
DRV,MOBILE SUITE,2015-2022,11,0,0,0,0,0.0
FOREST RIVER,HAULIN,2015-2022,1,0,0,0,0,0.0
YAMAHA,SUPER TENERE,2015-2022,1,0,0,0,0,0.0
BMW,750XI,2015-2022,2,0,0,0,0,0.0
YAMAHA,R6,2015-2022,1,0,0,0,0,0.0
COLUMBIA,ALINER ASCAPE,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,C200,2015-2022,29,0,0,0,0,0.0
RENEGADE,VILLAGIO,2015-2022,1,0,0,0,0,0.0
HAUL MASTER,UTILITY TRAILER,2015-2022,7,0,0,0,0,0.0
FOREST RIVER,SABRE,2015-2022,6,0,0,0,0,0.0
LANCE CAMPER,LANCE CAMPER,2015-2022,7,0,0,0,0,0.0
SHASTA,REVERE,2015-2022,1,0,0,0,0,0.0
UTILITY,FLATBED TRAILERS,2015-2022,1,0,0,0,0,0.0
R & J TRAILERS,R & J TRAILERS,2015-2022,1,0,0,0,0,0.0
BMW,740LXI,2015-2022,1,0,0,0,0,0.0
ISUZU,NPR XD,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FXDF,2015-2022,1,0,0,0,0,0.0
CHANGZHOU NANXIASHU,TD,2015-2022,1,0,0,0,0,0.0
OREION,REEPER,2015-2022,1,0,0,0,0,0.0
LEXUS,RC 200T,2015-2022,6,0,0,0,0,0.0
LARK,CARGO TRAILER,2015-2022,3,0,0,0,0,0.0
COACHMEN,APEX,2015-2022,10,0,0,0,0,0.0
STAR EV,SPORT 4+2,2015-2022,1,0,0,0,0,0.0
STEALTH,GOOSENECK,2015-2022,1,0,0,0,0,0.0
HONDA,CLARITY FUEL CELL,2015-2022,5,0,0,0,0,0.0
DUCATI,XDIAVEL,2015-2022,3,0,0,0,0,0.0
ISUZU,NPR HD,2015-2022,5,0,0,0,0,0.0
FOREST RIVER,STEALTH EVO,2015-2022,1,0,0,0,0,0.0
PIERCE,VELOCITY,2015-2022,1,0,0,0,0,0.0
BMW,535D,2015-2022,15,0,0,0,0,0.0
PJ TRAILERS,T8,2015-2022,1,0,0,0,0,0.0
HAUL MASTER,TRAILER,2015-2022,3,0,0,0,0,0.0
MASERATI,GRANTURISMO,2015-2022,1,0,0,0,0,0.0
KEYSTONE,RETREAT,2015-2022,1,0,0,0,0,0.0
BMW,650I,2015-2022,5,0,0,0,0,0.0
HOLIDAY RAMBLER,NAVIGATOR XE,2015-2022,2,0,0,0,0,0.0
KAWASAKI,NINJA ZX-10R,2015-2022,4,0,0,0,0,0.0
HIGHLAND RIDGE FW,OPEN RANGE,2015-2022,7,0,0,0,0,0.0
NEXUS,PHANTOM,2015-2022,1,0,0,0,0,0.0
DUCATI,1299,2015-2022,1,0,0,0,0,0.0
AMERICAN COACH,AMERICAN EAGLE,2015-2022,3,0,0,0,0,0.0
AIRSTREAM,LAND YACHT,2015-2022,1,0,0,0,0,0.0
KAWASAKI,KLR650,2015-2022,2,0,0,0,0,0.0
SEA-DOO,MOVE II,2015-2022,1,0,0,0,0,0.0
CHEVROLET,COBALT,2015-2022,2,0,0,0,0,0.0
HIGHLAND RIDGE FW,3X,2015-2022,1,0,0,0,0,0.0
PETERBILT,567,2015-2022,5,0,0,0,0,0.0
YAMAHA,XVS950,2015-2022,7,0,0,0,0,0.0
WINNEBAGO,24J VIEW,2015-2022,1,0,0,0,0,0.0
VOLKSWAGEN,JETTA HYBRID,2015-2022,2,0,0,0,0,0.0
ACURA,MDX SPORT HYBRID,2015-2022,22,0,0,0,0,0.0
THOR MOTOR COACH,TUSCANY XTE,2015-2022,4,0,0,0,0,0.0
FEATHERLITE,1620,2015-2022,1,0,0,0,0,0.0
HOLIDAY RAMBLER,VACATIONER XE,2015-2022,1,0,0,0,0,0.0
BMW,M550I,2015-2022,27,0,0,0,0,0.0
AMERICAN COACH,AMERICAN REVOLUTION,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,MINNIE WINNIE,2015-2022,13,0,0,0,0,0.0
HYUNDAI TRANSLEAD,CHASSIS,2015-2022,1,0,0,0,0,0.0
COACHMEN,CATALINA,2015-2022,5,0,0,0,0,0.0
VANDERHALL,VENICE,2015-2022,10,0,0,0,0,0.0
LANCE,2295,2015-2022,1,0,0,0,0,0.0
KZRV,VENOM,2015-2022,2,0,0,0,0,0.0
PORSCHE,718 BOXSTER,2015-2022,5,0,0,0,0,0.0
HARLEY-DAVIDSON,TRIKE,2015-2022,7,0,0,0,0,0.0
AUDI,S8,2015-2022,13,0,0,0,0,0.0
PORSCHE,MACAN TURBO,2015-2022,5,0,0,0,0,0.0
LANCE,1995,2015-2022,2,0,0,0,0,0.0
KAWASAKI,NINJA,2015-2022,4,0,0,0,0,0.0
SUBARU,XV CROSSTREK HYBRID,2015-2022,4,0,0,0,0,0.0
ROCKWOOD LITE WEIGHT TRA,WRLT8328BS,2015-2022,1,0,0,0,0,0.0
BMW,R 1200 GS ADVENTURE,2015-2022,4,0,0,0,0,0.0
KAWASAKI,ZX10R,2015-2022,1,0,0,0,0,0.0
BMW,K1600B,2015-2022,41,0,0,0,0,0.0
ENTEGRA,INSIGNIA,2015-2022,2,0,0,0,0,0.0
BMW,M3,2015-2022,25,0,0,0,0,0.0
VICTORY,CROSS COUNTRY,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,CHEROKEE WOLF PUP,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLS 550,2015-2022,8,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHCS,2015-2022,10,0,0,0,0,0.0
GRAND DESIGN,IMAGINE,2015-2022,57,0,0,0,0,0.0
COACHMEN,VIKING,2015-2022,4,0,0,0,0,0.0
BMW,550I,2015-2022,7,0,0,0,0,0.0
BMW,C600 SPORT MAXI-SCOOTER,2015-2022,2,0,0,0,0,0.0
KARAVAN,TANDEM AXLE TRAILER,2015-2022,2,0,0,0,0,0.0
SUZUKI,VL1500BL,2015-2022,1,0,0,0,0,0.0
TRIUMPH,STREET TRIPLE S,2015-2022,2,0,0,0,0,0.0
WINNEBAGO,FUSE,2015-2022,4,0,0,0,0,0.0
PALOMINO,PALOMINI,2015-2022,2,0,0,0,0,0.0
DUCATI,PANIGALE V4,2015-2022,7,0,0,0,0,0.0
HEARTLAND,SUNDANCE XLT TT,2015-2022,1,0,0,0,0,0.0
ITASCA,SUNSTAR,2015-2022,3,0,0,0,0,0.0
CONTINENTAL CARGO,CONTINENTAL CARGO,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,COMPASS,2015-2022,3,0,0,0,0,0.0
CROSSROADS,ELEVATION,2015-2022,1,0,0,0,0,0.0
VAN HOOL,CX35,2015-2022,1,0,0,0,0,0.0
AIRSTREAM,GLOBETROTTER,2015-2022,2,0,0,0,0,0.0
NISSAN,NV200 TAXI,2015-2022,1,0,0,0,0,0.0
DUCATI,MULTISTRADA 1200,2015-2022,3,0,0,0,0,0.0
CEDAR CREEK,SILVER BACK,2015-2022,1,0,0,0,0,0.0
COACHMEN,GALLERIA,2015-2022,6,0,0,0,0,0.0
ROYAL ENFIELD,HIMALAYAN,2015-2022,13,0,0,0,0,0.0
LANCE,2375,2015-2022,1,0,0,0,0,0.0
VOLKSWAGEN,BEETLE CONVERTIBLE,2015-2022,30,0,0,0,0,0.0
WINNEBAGO,SIGHTSEER,2015-2022,1,0,0,0,0,0.0
BMW,G310 GS,2015-2022,3,0,0,0,0,0.0
SUZUKI,M109R,2015-2022,1,0,0,0,0,0.0
CROSSROADS,ZINGER,2015-2022,3,0,0,0,0,0.0
HEARTLAND,LANDMARK 365,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,PASEO,2015-2022,1,0,0,0,0,0.0
BISON,PREMIERE,2015-2022,1,0,0,0,0,0.0
INTERNATIONAL,CE,2015-2022,1,0,0,0,0,0.0
JAYCO TRAVEL TRAILER,JAY SERIES SPORT,2015-2022,5,0,0,0,0,0.0
FOREST RIVER,SONOMA,2015-2022,1,0,0,0,0,0.0
TRIUMPH,STREET CUP,2015-2022,3,0,0,0,0,0.0
TIFFIN,ALLEGRO BUS,2015-2022,6,0,0,0,0,0.0
MERCEDES-BENZ,GLE 400,2015-2022,8,0,0,0,0,0.0
ECHO TRAILER,PONTOON BOAT TRAILER,2015-2022,1,0,0,0,0,0.0
SAFARI CONDO,ALTO,2015-2022,1,0,0,0,0,0.0
KENWORTH,T370,2015-2022,2,0,0,0,0,0.0
ZERO,DS,2015-2022,1,0,0,0,0,0.0
ROCKWOOD LITE WEIGHT TRA,RLF8244BS,2015-2022,1,0,0,0,0,0.0
PRIME TIME,TRACER,2015-2022,2,0,0,0,0,0.0
NEXUS,VIPER,2015-2022,2,0,0,0,0,0.0
TRIUMPH,STREET TWIN,2015-2022,3,0,0,0,0,0.0
BRAUNABILITY,DODGE WHEELCHAIR VAN,2015-2022,2,0,0,0,0,0.0
TENNESSEE TRAILER,PONTOON BOAT TRAILER,2015-2022,1,0,0,0,0,0.0
BRAUNABILITY,CHRYSLER WHEELCHAIR VAN,2015-2022,2,0,0,0,0,0.0
THOR MOTOR COACH,FREEDOM ELITE,2015-2022,9,0,0,0,0,0.0
INFINITI,G37,2015-2022,1,0,0,0,0,0.0
TIFFIN,BUS,2015-2022,3,0,0,0,0,0.0
FOREST RIVER,WOLF PACK,2015-2022,1,0,0,0,0,0.0
PACIFIC COACHWORKS,SAND SPORT,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,HERITAGE  GLEN 337BAR,2015-2022,1,0,0,0,0,0.0
AIRSTREAM,SPORT,2015-2022,1,0,0,0,0,0.0
MOTO GUZZI,ELDORADO,2015-2022,2,0,0,0,0,0.0
ECLIPSE,ICONIC,2015-2022,2,0,0,0,0,0.0
CADILLAC,ATS-V,2015-2022,4,0,0,0,0,0.0
ENTEGRA,CORNERSTONE,2015-2022,14,0,0,0,0,0.0
ROCKWOOD LITE WEIGHT TRA,RLTG12RK,2015-2022,3,0,0,0,0,0.0
FORD,F-750,2015-2022,5,0,0,0,0,0.0
DUCATI,PANIGALE 959,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLE63S,2015-2022,2,0,0,0,0,0.0
DUCATI,MULTISTRADA 1200S,2015-2022,7,0,0,0,0,0.0
MERCEDES-BENZ,CLS550,2015-2022,2,0,0,0,0,0.0
KEYSTONE,SPRINGDALE,2015-2022,9,0,0,0,0,0.0
FREEDOM TRAILERS,FREEDOM TRAILERS,2015-2022,4,0,0,0,0,0.0
HONDA,CMX500,2015-2022,4,0,0,0,0,0.0
HUSQVARNA,FE 501 S,2015-2022,2,0,0,0,0,0.0
NEXUS,GHOST,2015-2022,2,0,0,0,0,0.0
NEWMAR,KING AIRE,2015-2022,6,0,0,0,0,0.0
VOLVO,S60I,2015-2022,1,0,0,0,0,0.0
KAUFMAN,TRAILER,2015-2022,2,0,0,0,0,0.0
COACHMEN,CHAPARRAL,2015-2022,1,0,0,0,0,0.0
MASERATI,LEVANTE S,2015-2022,3,0,0,0,0,0.0
DYNA HAULER,GOOSENECK DOLLY,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHRXS,2015-2022,3,0,0,0,0,0.0
ACURA,RLX HYBRID,2015-2022,5,0,0,0,0,0.0
MOTO GUZZI,V7 III,2015-2022,2,0,0,0,0,0.0
MERCEDES BENZ,C 300 4MATIC,2015-2022,12,0,0,0,0,0.0
CARADO,BANFF,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,AMG C63S,2015-2022,8,0,0,0,0,0.0
MOBILITY WORKS,CHEVY EXPRESS 2500,2015-2022,1,0,0,0,0,0.0
PACE,JOURNEY,2015-2022,2,0,0,0,0,0.0
AUDI,RS 5,2015-2022,7,0,0,0,0,0.0
FORD,TAURUS POLICE INTERCEPTOR,2015-2022,1,0,0,0,0,0.0
LIVIN' LITE,CAMPLITE,2015-2022,7,0,0,0,0,0.0
DODGE,AVENGER,2015-2022,1,0,0,0,0,0.0
BISON,SILVERADO,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,RIVERSTONE LEGACY,2015-2022,1,0,0,0,0,0.0
BUICK,REGAL TOURX,2015-2022,17,0,0,0,0,0.0
HONDA,GL1800A,2015-2022,1,0,0,0,0,0.0
BMW,740LD,2015-2022,1,0,0,0,0,0.0
FREIGHTLINER,CORONADO,2015-2022,2,0,0,0,0,0.0
TRIUMPH,BONNEVILLE T100 BLACK,2015-2022,2,0,0,0,0,0.0
LEXUS,LX570,2015-2022,5,0,0,0,0,0.0
MERCEDES-BENZ,AMG GT S,2015-2022,4,0,0,0,0,0.0
ROADTREK,SIMPLICITY SRT,2015-2022,1,0,0,0,0,0.0
HYMER,CARADO BANFF,2015-2022,1,0,0,0,0,0.0
KZRV,DURANGO GOLD,2015-2022,2,0,0,0,0,0.0
LIVIN LITE,LIVIN LITE,2015-2022,1,0,0,0,0,0.0
PETERBILT,587,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,AMG CLS53,2015-2022,8,0,0,0,0,0.0
KEYSTONE,SPRINTER,2015-2022,5,0,0,0,0,0.0
WINNEBAGO,GRAND TOUR,2015-2022,1,0,0,0,0,0.0
JAYCO TRAVEL TRAILER,OCTANE,2015-2022,2,0,0,0,0,0.0
MINI,PACEMAN,2015-2022,2,0,0,0,0,0.0
WINNEBAGO,INTENT,2015-2022,2,0,0,0,0,0.0
HULL PORTER,TRAILER,2015-2022,1,0,0,0,0,0.0
DUCATI,MONSTER 821,2015-2022,5,0,0,0,0,0.0
LANCE,1685,2015-2022,1,0,0,0,0,0.0
TRIUMPH,BONNEVILLE T100,2015-2022,2,0,0,0,0,0.0
ROSENBAUER,COMMANDER,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,CRUSADER,2015-2022,6,0,0,0,0,0.0
BISON,RANGER,2015-2022,2,0,0,0,0,0.0
INDIAN,CHIEF,2015-2022,5,0,0,0,0,0.0
PAGANI,HUAYRA,2015-2022,1,0,0,0,0,0.0
INDIAN,ROADMASTER ELITE,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,ARCTIC WOLF,2015-2022,3,0,0,0,0,0.0
KAWASAKI,NINJA 650,2015-2022,1,0,0,0,0,0.0
MCLAREN,650S,2015-2022,2,0,0,0,0,0.0
PORSCHE,BOXSTER,2015-2022,3,0,0,0,0,0.0
FELLING,DROP-DECK,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLC350E,2015-2022,8,0,0,0,0,0.0
THOR MOTOR COACH,FREEDOM TRAVELER,2015-2022,5,0,0,0,0,0.0
URAL,GEAR-UP,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,GLE292 COUPE,2015-2022,1,0,0,0,0,0.0
ACURA,RL,2015-2022,2,0,0,0,0,0.0
YAMAHA,YZFR3,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,S560,2015-2022,18,0,0,0,0,0.0
PETERBILT,520,2015-2022,4,0,0,0,0,0.0
ROCKWOOD LITE WEIGHT TRA,RLF8289WS,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FXLR,2015-2022,2,0,0,0,0,0.0
YAMAHA,YXZ1000,2015-2022,1,0,0,0,0,0.0
LANCE CAMPER,TRUCK CAMPER (1172),2015-2022,5,0,0,0,0,0.0
JAYCO FIFTH WHEEL,TALON,2015-2022,1,0,0,0,0,0.0
MAZDA,!MX-5,2015-2022,3,0,0,0,0,0.0
BMW,F850GS,2015-2022,1,0,0,0,0,0.0
NISSAN,NV1500,2015-2022,2,0,0,0,0,0.0
BMW,R1200 RT,2015-2022,5,0,0,0,0,0.0
EAGLE,BOAT TRAILER,2015-2022,1,0,0,0,0,0.0
MERCEDES ROYALE,SPRINTER COACH,2015-2022,23,0,0,0,0,0.0
CARRY-ON,ENCLOSED CARGO TRAILER,2015-2022,4,0,0,0,0,0.0
STEALTH,VIPER,2015-2022,1,0,0,0,0,0.0
HONDA,CRF50,2015-2022,1,0,0,0,0,0.0
TRACKER MARINE,BASS TRACKER,2015-2022,1,0,0,0,0,0.0
MORITZ,FH+10,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FXSE,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,COLUMBUS,2015-2022,6,0,0,0,0,0.0
HONDA,NC700JD,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FLTRXSE,2015-2022,1,0,0,0,0,0.0
MOTO GUZZI,V9,2015-2022,1,0,0,0,0,0.0
RIVERSIDE,WHITEWATER,2015-2022,2,0,0,0,0,0.0
DYNAMAX,REV,2015-2022,3,0,0,0,0,0.0
HEARTLAND,TRAIL RUNNER,2015-2022,7,0,0,0,0,0.0
KME,PREDATOR AERIAL,2015-2022,1,0,0,0,0,0.0
POLARIS,RANGER 900,2015-2022,2,0,0,0,0,0.0
FORD,TRANSIT T-350 HD,2015-2022,1,0,0,0,0,0.0
KEYSTONE,RESIDENCE,2015-2022,1,0,0,0,0,0.0
ZERO,DSR,2015-2022,2,0,0,0,0,0.0
WABASH NATIONAL,VAN,2015-2022,1,0,0,0,0,0.0
ASTON MARTIN,V12 VANTAGE S,2015-2022,1,0,0,0,0,0.0
KTM,1290 SUPER ADVENTURE R,2015-2022,4,0,0,0,0,0.0
BIG TEX,35SA,2015-2022,1,0,0,0,0,0.0
VMI,CHRYSLER PACIFICA,2015-2022,1,0,0,0,0,0.0
YAMAHA,CZD300A,2015-2022,1,0,0,0,0,0.0
FERRARI,CALIFORNIA T,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,CARDINAL LUXURY,2015-2022,1,0,0,0,0,0.0
BRAVO,SCOUT,2015-2022,1,0,0,0,0,0.0
VENTURE,SONIC,2015-2022,2,0,0,0,0,0.0
ASTON MARTIN,V8 VANTAGE,2015-2022,3,0,0,0,0,0.0
DYNAMAX,ISATA,2015-2022,14,0,0,0,0,0.0
BMW,R 1250 RT,2015-2022,20,0,0,0,0,0.0
TOYOTA,COROLLA HATCHBACK,2015-2022,5,0,0,0,0,0.0
DIAMOND COACH,VIP,2015-2022,1,0,0,0,0,0.0
VMI,HONDA PILOT,2015-2022,1,0,0,0,0,0.0
HONDA,ACCORD FHEV,2015-2022,1,0,0,0,0,0.0
FRONTIER,AMBASSADOR,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,OMNI,2015-2022,6,0,0,0,0,0.0
KAWASAKI,BRUTE FORCE 300,2015-2022,1,0,0,0,0,0.0
PLEASANT VALLEY,MYPOD TRAVEL TRAILER,2015-2022,1,0,0,0,0,0.0
DRV,MOBILE SUITE ESTATES,2015-2022,1,0,0,0,0,0.0
NISSAN,GT-R,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,EVO,2015-2022,2,0,0,0,0,0.0
ICEBEAR,CHAMPION,2015-2022,1,0,0,0,0,0.0
ROCKWOOD LITE WEIGHT TRA,RLF8295WS,2015-2022,1,0,0,0,0,0.0
CRUISER RV,SHADOW CRUISER ULTRA LITE,2015-2022,1,0,0,0,0,0.0
HONDA,GROM125,2015-2022,5,0,0,0,0,0.0
KAWASAKI,NINJA H2,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,NAVION,2015-2022,11,0,0,0,0,0.0
HEARTLAND,FUEL,2015-2022,1,0,0,0,0,0.0
HINO,CONVENTIONAL MODELS,2015-2022,2,0,0,0,0,0.0
LANCE,2285,2015-2022,1,0,0,0,0,0.0
SHADOW,KINGPRO,2015-2022,1,0,0,0,0,0.0
CRUISER RV,FUN FINDER EXTREME LITE,2015-2022,1,0,0,0,0,0.0
PLEASURE WAY,LEXOR,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,TOURING,2015-2022,1,0,0,0,0,0.0
HONDA,CRF1000,2015-2022,17,0,0,0,0,0.0
KTM,790 ADVENTURE,2015-2022,23,0,0,0,0,0.0
DELCO TRAILERS,BUMPER HORSE,2015-2022,1,0,0,0,0,0.0
HONDA,CB300R,2015-2022,3,0,0,0,0,0.0
KYMCO,LIKE 150I,2015-2022,2,0,0,0,0,0.0
PLEASURE WAY,PLATEAU,2015-2022,7,0,0,0,0,0.0
BMW,740LE,2015-2022,1,0,0,0,0,0.0
MITSUBISHI FUSO,FE140G,2015-2022,1,0,0,0,0,0.0
HYUNDAI,NEXO,2015-2022,16,0,0,0,0,0.0
ROCKWOOD LITE WEIGHT TRA,RLF8244WS,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,IMPRESSION,2015-2022,6,0,0,0,0,0.0
DUTCHMEN,KODIAK,2015-2022,4,0,0,0,0,0.0
THOR MOTOR COACH,SIESTA,2015-2022,2,0,0,0,0,0.0
AUTOCAR,XPEDITOR,2015-2022,4,0,0,0,0,0.0
BENTLEY,CONTINENTAL,2015-2022,1,0,0,0,0,0.0
FERRARI,GTC4LUSSO T,2015-2022,1,0,0,0,0,0.0
UTILITY,4000D-X COMPOSITE,2015-2022,1,0,0,0,0,0.0
KYMCO,SPADE,2015-2022,1,0,0,0,0,0.0
VESPA,GTS 300,2015-2022,10,0,0,0,0,0.0
STARCRAFT RV TT,SATELLITE,2015-2022,1,0,0,0,0,0.0
CHEVROLET,N300,2015-2022,2,0,0,0,0,0.0
JAYCO FIFTH WHEEL,EAGLE HT,2015-2022,5,0,0,0,0,0.0
TEMP AIR,EBB-80,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,SPIRIT,2015-2022,2,0,0,0,0,0.0
DETROIT CHASSIS,FORD MOTORHOME CHASSIS,2015-2022,4,0,0,0,0,0.0
MERCEDES-BENZ,E207,2015-2022,1,0,0,0,0,0.0
THOR MOTOR COACH,PALAZZO,2015-2022,28,0,0,0,0,0.0
RAM,C/V TRADESMAN,2015-2022,1,0,0,0,0,0.0
JAYCO,SENECA,2015-2022,10,0,0,0,0,0.0
IC BUS,CESB,2015-2022,10,0,0,0,0,0.0
FORD,F-650,2015-2022,10,0,0,0,0,0.0
COACHMEN,SPIRIT,2015-2022,4,0,0,0,0,0.0
VANDERHALL,CARMEL GTS,2015-2022,1,0,0,0,0,0.0
HARLEY-DAVIDSON,FXDL,2015-2022,1,0,0,0,0,0.0
ROADTREK,RS ADVENTUROUS,2015-2022,1,0,0,0,0,0.0
FLEETWOOD,EXPEDITION,2015-2022,1,0,0,0,0,0.0
BMW,R1250 GS ADVENTURE,2015-2022,3,0,0,0,0,0.0
STARCRAFT BUS,QUEST,2015-2022,2,0,0,0,0,0.0
DRAGSTER SUPPLY,DRAGSTER SUPPLY,2015-2022,2,0,0,0,0,0.0
AUDI,TT,2015-2022,3,0,0,0,0,0.0
PIERCE,PUMPER,2015-2022,1,0,0,0,0,0.0
PETERBILT,330,2015-2022,1,0,0,0,0,0.0
KEYSTONE,TRAVEL TRAILER,2015-2022,2,0,0,0,0,0.0
CHEVROLET,5500HD,2015-2022,6,0,0,0,0,0.0
BMW,R 1250 GS,2015-2022,27,0,0,0,0,0.0
MERCEDES-BENZ,AMG GT,2015-2022,18,0,0,0,0,0.0
ALUMINUM TRAILER CO,ALUMINUM TRAILER CO,2015-2022,5,0,0,0,0,0.0
MITSUBISHI,I-MIEV,2015-2022,1,0,0,0,0,0.0
FLEETWOOD,PACE ARROW LXE,2015-2022,2,0,0,0,0,0.0
HUSQVARNA,701 SUPERMOTO,2015-2022,1,0,0,0,0,0.0
TAOTAO,LANCER 150,2015-2022,1,0,0,0,0,0.0
MACK,PINNACLE (CHU),2015-2022,1,0,0,0,0,0.0
KZRV,SONIC LITE,2015-2022,1,0,0,0,0,0.0
BMW,R 1250 GS ADVENTURE,2015-2022,1,0,0,0,0,0.0
INDIAN,CHIEFTAIN DARK HORSE,2015-2022,7,0,0,0,0,0.0
JAYCO,MELBOURNE,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,GLB 200,2015-2022,1,0,0,0,0,0.0
MERCEDES-BENZ,GLE350D,2015-2022,6,0,0,0,0,0.0
BMW,840I,2015-2022,11,0,0,0,0,0.0
TRIUMPH,THRUXTON R,2015-2022,8,0,0,0,0,0.0
HINO,195,2015-2022,3,0,0,0,0,0.0
HARLEY-DAVIDSON,FLHT,2015-2022,3,0,0,0,0,0.0
YAMAHA,STAR VENTURE,2015-2022,5,0,0,0,0,0.0
MERCEDES-BENZ,E43 AMG,2015-2022,4,0,0,0,0,0.0
BMW,C 400 X,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,TREND,2015-2022,1,0,0,0,0,0.0
DETAIL K2,5X7,2015-2022,1,0,0,0,0,0.0
BMW,M340I,2015-2022,69,0,0,0,0,0.0
WINNEBAGO,WGO,2015-2022,1,0,0,0,0,0.0
WINNEBAGO,MINNIE,2015-2022,10,0,0,0,0,0.0
KME,COMMERCIAL RESCUE,2015-2022,1,0,0,0,0,0.0
HUSQVARNA,VITPILEN 701,2015-2022,12,0,0,0,0,0.0
INDIAN,SPRINGFIELD DARK HORSE,2015-2022,1,0,0,0,0,0.0
KAWASAKI,Z125 PRO,2015-2022,2,0,0,0,0,0.0
HARLEY-DAVIDSON,FLFBS,2015-2022,2,0,0,0,0,0.0
FOREST RIVER,RAINIER,2015-2022,1,0,0,0,0,0.0
DODGE,VIPER,2015-2022,3,0,0,0,0,0.0
MERCEDES-BENZ,C 350,2015-2022,1,0,0,0,0,0.0
NORTH CENTRAL EMERGENCY,FORD E-450,2015-2022,8,0,0,0,0,0.0
VANDERHALL,CARMEL,2015-2022,6,0,0,0,0,0.0
HONDA,CRF1100A,2015-2022,9,0,0,0,0,0.0
TAXA,CRICKET,2015-2022,5,0,0,0,0,0.0
SUZUKI,GSX1300RAL8,2015-2022,1,0,0,0,0,0.0
DUCATI,MONSTER 1200,2015-2022,7,0,0,0,0,0.0
CAN-AM,COMMANDER,2015-2022,1,0,0,0,0,0.0
SYM,HD 200,2015-2022,2,0,0,0,0,0.0
VOLVO,V90,2015-2022,5,0,0,0,0,0.0
HONDA,VT750C,2015-2022,2,0,0,0,0,0.0
HONDA,Z125M,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,RIVERSTONE,2015-2022,3,0,0,0,0,0.0
CRUISER RV,SOUTH FORK,2015-2022,1,0,0,0,0,0.0
SPARTAN,GLADIATOR,2015-2022,1,0,0,0,0,0.0
FOREST RIVER,FREEDOM EXPRESS,2015-2022,7,0,0,0,0,0.0
